,NEO_REFERENCE_ID,EST_DIA_IN_M(MIN),EST_DIA_IN_M(MAX),RELATIVE_VELOCITY_KM_PER_SEC,MISS_DIST.(KILOMETERS),PERIHELION_DISTANCE,APHELION_DIST,PERIHELION_TIME,MEAN_ANOMALY,MEAN_MOTION,RISK_CATEGORY
244,3549437,17.888174545802617,39.999174272516356,12.19114775817839,17390749.455923937,0.6541494500991716,1.279262206279251,2458140.514866798,214.89951431310055,1.0372795006674707,0
245,3457596,6.442827664097637,14.406600624772338,9.132749288030727,553175.0977754657,0.8762827841489798,2.1976348083699206,2457910.576658425,41.14712759210826,0.5990667698212913,0
246,3660712,26.01719117722748,58.17620805331573,5.687293084286972,5658590.188781898,0.9498342613544756,1.7320655595125287,2457997.737982558,138.80128264437212,0.6592606300614883,0
247,3739171,11.86937514387325,26.540729673337115,3.707257149535869,4014029.6531698178,1.0348639591053808,1.73075282815822,2457817.638062461,172.64394263824232,0.6520195739950131,0
248,3607409,15.53615828160438,34.73990603243699,8.139953521079502,10946240.242442712,0.9156226095788911,1.6835062670902379,2458005.720453098,282.23224422162616,0.6960057307196525,0
249,3711718,27.34050945557772,61.1352376908151,9.011016344009509,24284714.274104983,0.7074558684950052,1.5931645364260787,2457852.6487967465,115.98815972647984,0.805405510643203,0
250,3632200,6.708289222395798,15.000190715177922,3.1229050403360348,21074347.05266056,0.9757348074776129,1.2419699407302387,2457871.748020324,111.52620897236773,0.8491187216643268,0
251,3620814,25.385464489864248,56.763624235243334,8.384684838712138,3398014.039238982,0.9417615342573433,2.3242176502413763,2457766.179309459,110.854252562157,0.47254387207276427,0
252,3739549,3.5896510338189196,8.026703726796722,11.141809586245936,580670.3780553284,0.7872668752050328,2.670608536960943,2457614.4802457327,123.50871908193307,0.6123722758971342,0
253,3666196,22.540874622627165,50.40292793844866,5.047222336681076,14670821.089839466,0.8768804673089337,1.1792985423740336,2458008.8611052646,219.99174044646003,0.9879708015666451,0
254,3595346,18.191866075989672,40.678249179127384,8.072386993196925,3829040.8101223814,0.9961945543382704,1.8156315887565846,2457823.462807028,104.96481212699037,0.5912774579782686,0
255,3642170,12.909600121324067,28.86674343449726,14.22668635981243,43470139.34991292,0.811208482363591,1.2096454311091605,2457873.097785463,176.69600915534016,0.9737533259358127,0
256,3606846,22.161343596410216,49.55427075126772,5.414361470820777,6042979.725199986,1.0124167521773988,2.1579858598703727,2458005.2424080656,233.89122855160326,0.4954845719197947,0
257,3769487,11.613326141885715,25.968186696032625,7.408895316069323,3099601.925931639,0.9645042951911227,1.780302546975684,2457943.484954422,115.2762197948422,0.6141403243991979,0
258,3771860,26.8593118353134,60.059247093057074,10.617855220273542,48302061.29439002,1.0352682780238975,1.452495116598702,2457861.532115042,119.18700164199078,0.7138985262667891,0
259,3612309,10.538393547235493,23.564564341325777,4.635729411121792,21163707.295980517,0.8254257321005857,1.085850957350455,2457984.4532227,119.39569424513508,1.0552382192621246,0
260,3638145,20.050804181219974,44.83496116275357,7.009609607806346,32253232.59697059,0.9720335198469789,1.2333250784149041,2458047.715562735,278.926130642372,0.8574132190085638,0
261,3667853,22.713295801572148,50.78847340788893,5.287092478826767,5995636.916902525,0.9480394340777852,1.9214534885862944,2457952.89365786,136.8090874600341,0.6393767435043698,0
262,3762054,25.401259490054812,56.7989429314687,2.231081498793379,46041754.7474775,0.9561512799033145,1.8033821636355039,2457728.4479761207,166.12567912517574,0.6098142789135547,0
263,3714102,30.45825373324177,68.10672581711859,5.7882260693782595,6469059.786371499,1.032975765028098,2.9274807656615396,2458186.039537174,292.4671501442114,0.3869099571509752,0
264,3655156,31.133953576523126,69.6176366027,7.739278683614802,12333462.411454722,0.8779606985336315,1.5097690345885078,2458105.203322337,168.53683928588748,0.820010185874416,0
265,3720536,6.47075602164287,14.469050327330848,13.18570251277327,292639.2506281969,0.8411835626489031,2.7952669134907797,2458106.364337164,287.7039664249094,0.4109036949072269,0
266,3712043,22.916483689971038,51.24281534538763,8.083431952814284,24334147.531399876,0.6942959510994529,1.5170111808779434,2457904.9936742233,154.43301940852814,0.8759053898466718,0
267,3325102,13.559779106249994,30.320587840676396,7.794919347192781,591377.4427947865,0.9645801868824273,2.549308042417872,2457603.5907717757,177.10202211113554,0.4491099939259867,0
268,3436356,17.789613003742332,39.77878396855366,6.149727388745831,50806274.40200518,0.8509193727649634,1.5284842959082297,2458035.779566261,251.05544540732564,0.7704539691812217,0
269,3339927,28.762642983509114,64.31522492352539,6.156722689942204,50824846.47315389,0.8924201510847265,1.4729593350437657,2457984.436797616,192.78166234901835,0.770418976388806,0
270,3717161,21.642206471221343,48.39344484768597,9.909704912739684,32229359.46569032,0.8855175182543299,1.3677024452995012,2457716.8976463196,171.2545584914745,0.8721079788888381,0
